"calendar_year","exp_unit","richness","Evar"
2009,"Alberta::CCD::0::32::CH-::2009",10,0.817060018298149
2007,"Alberta::CCD::0::33::CNA::2007",10,0.52474756617874
2008,"Alberta::CCD::0::33::CNA::2008",8,0.576156088803023
2009,"Alberta::CCD::0::33::CNA::2009",8,0.614184255304462
2007,"Alberta::CCD::0::34::CHA::2007",9,0.494757675997775
2008,"Alberta::CCD::0::34::CHA::2008",11,0.45561656406158
2009,"Alberta::CCD::0::34::CHA::2009",8,0.899408117297989
2007,"Alberta::CCD::0::35::CH+::2007",9,0.643773054591193
2008,"Alberta::CCD::0::35::CH+::2008",11,0.418212961008449
2009,"Alberta::CCD::0::35::CH+::2009",7,0.572027430372249
2007,"Alberta::CCD::0::36::CL+::2007",9,0.683705461467076
2008,"Alberta::CCD::0::36::CL+::2008",8,0.648434330331902
2009,"Alberta::CCD::0::36::CL+::2009",7,0.528164411593293
2007,"Alberta::CCD::0::37::WHA::2007",5,0.508303689511414
2008,"Alberta::CCD::0::37::WHA::2008",3,0.789406590448766
2009,"Alberta::CCD::0::37::WHA::2009",4,0.677854419998193
2007,"Alberta::CCD::0::38::CN-::2007",5,0.747432300807042
2008,"Alberta::CCD::0::38::CN-::2008",5,0.889252789766772
2009,"Alberta::CCD::0::38::CN-::2009",6,0.791324202063552
2007,"Alberta::CCD::0::39::CL+::2007",6,0.518826888107763
2008,"Alberta::CCD::0::39::CL+::2008",6,0.464181146300112
2009,"Alberta::CCD::0::39::CL+::2009",6,0.422668981665822
2007,"Alberta::CCD::0::4::WNA::2007",10,0.723877506705521
2008,"Alberta::CCD::0::4::WNA::2008",10,0.598127224271096
2009,"Alberta::CCD::0::4::WNA::2009",11,0.601318173318207
2007,"Alberta::CCD::0::40::CNA::2007",8,0.779387931715301
2008,"Alberta::CCD::0::40::CNA::2008",7,0.702944668284517
2009,"Alberta::CCD::0::40::CNA::2009",7,0.67925194544287
2007,"Alberta::CCD::0::41::CL-::2007",9,0.461633792064326
2008,"Alberta::CCD::0::41::CL-::2008",6,0.601995105731127
2009,"Alberta::CCD::0::41::CL-::2009",7,0.474210280540898
2007,"Alberta::CCD::0::42::CN+::2007",10,0.559001958202531
2008,"Alberta::CCD::0::42::CN+::2008",8,0.609511783173736
2009,"Alberta::CCD::0::42::CN+::2009",5,0.983232642779239
2007,"Alberta::CCD::0::43::CH+::2007",7,0.503673486081524
2008,"Alberta::CCD::0::43::CH+::2008",9,0.374541701155383
2009,"Alberta::CCD::0::43::CH+::2009",8,0.422842236892327
2007,"Alberta::CCD::0::44::WLA::2007",5,0.614554046367228
2008,"Alberta::CCD::0::44::WLA::2008",4,0.395705290326323
2009,"Alberta::CCD::0::44::WLA::2009",4,0.484248242390874
2007,"Alberta::CCD::0::45::WL-::2007",7,0.383111058816712
2008,"Alberta::CCD::0::45::WL-::2008",6,0.763924326836382
2009,"Alberta::CCD::0::45::WL-::2009",4,0.842440105687105
2007,"Alberta::CCD::0::46::CLA::2007",9,0.636468870387534
2008,"Alberta::CCD::0::46::CLA::2008",8,0.6465346180256
2009,"Alberta::CCD::0::46::CLA::2009",6,0.4380971153104
2007,"Alberta::CCD::0::47::WNA::2007",8,0.692692042940504
2008,"Alberta::CCD::0::47::WNA::2008",9,0.394121905625768
2009,"Alberta::CCD::0::47::WNA::2009",5,0.504724552393345
2007,"Alberta::CCD::0::48::CHA::2007",7,0.44785540860639
2008,"Alberta::CCD::0::48::CHA::2008",6,0.620533987915967
2009,"Alberta::CCD::0::48::CHA::2009",5,0.446739486570136
2007,"Alberta::CCD::0::49::WH-::2007",5,0.743361844964083
2008,"Alberta::CCD::0::49::WH-::2008",7,0.572235186849261
2009,"Alberta::CCD::0::49::WH-::2009",7,0.70612763407563
2007,"Alberta::CCD::0::5::WN-::2007",11,0.826279107732991
2008,"Alberta::CCD::0::5::WN-::2008",13,0.615971626131539
2009,"Alberta::CCD::0::5::WN-::2009",8,0.855319533424139
2007,"Alberta::CCD::0::50::WN-::2007",5,0.356437080604251
2008,"Alberta::CCD::0::50::WN-::2008",5,0.898192329226681
2009,"Alberta::CCD::0::50::WN-::2009",5,0.712257368722138
2007,"Alberta::CCD::0::51::WL+::2007",6,0.693238732731482
2008,"Alberta::CCD::0::51::WL+::2008",7,0.29515347667494
2009,"Alberta::CCD::0::51::WL+::2009",6,0.562436386065038
2007,"Alberta::CCD::0::52::WH+::2007",7,0.601878652314895
2008,"Alberta::CCD::0::52::WH+::2008",9,0.361210255953474
2009,"Alberta::CCD::0::52::WH+::2009",8,0.373920951018284
2007,"Alberta::CCD::0::53::WN+::2007",8,0.711610358443417
2008,"Alberta::CCD::0::53::WN+::2008",9,0.610105160425492
2009,"Alberta::CCD::0::53::WN+::2009",6,0.623488171268969
2007,"Alberta::CCD::0::54::CH-::2007",9,0.542321414737063
2008,"Alberta::CCD::0::54::CH-::2008",9,0.596033339570491
2009,"Alberta::CCD::0::54::CH-::2009",7,0.679118609446027
2007,"Alberta::CCD::0::55::CL-::2007",10,0.488516844810808
2008,"Alberta::CCD::0::55::CL-::2008",8,0.797463642459785
2009,"Alberta::CCD::0::55::CL-::2009",9,0.590863777543018
2007,"Alberta::CCD::0::56::CLA::2007",8,0.528297516220798
2008,"Alberta::CCD::0::56::CLA::2008",8,0.639476378812414
2009,"Alberta::CCD::0::56::CLA::2009",6,0.613843648119856
2007,"Alberta::CCD::0::57::WN+::2007",6,0.719294418064862
2008,"Alberta::CCD::0::57::WN+::2008",6,0.646772536831606
2009,"Alberta::CCD::0::57::WN+::2009",6,0.458358458871802
2007,"Alberta::CCD::0::58::WHA::2007",9,0.6631843791859
2008,"Alberta::CCD::0::58::WHA::2008",10,0.597970398427172
2009,"Alberta::CCD::0::58::WHA::2009",10,0.550045104029179
2007,"Alberta::CCD::0::59::WN-::2007",7,0.84169210419717
2008,"Alberta::CCD::0::59::WN-::2008",10,0.643875832519784
2009,"Alberta::CCD::0::59::WN-::2009",8,0.74549085196661
2007,"Alberta::CCD::0::6::WL-::2007",12,0.593161659040861
2008,"Alberta::CCD::0::6::WL-::2008",12,0.663214568884363
2009,"Alberta::CCD::0::6::WL-::2009",12,0.795438191923868
2007,"Alberta::CCD::0::60::WH-::2007",10,0.656888988609294
2008,"Alberta::CCD::0::60::WH-::2008",9,0.716256144677472
2009,"Alberta::CCD::0::60::WH-::2009",7,0.495691845061102
2007,"Alberta::CCD::0::61::WNA::2007",11,0.597400595190768
2008,"Alberta::CCD::0::61::WNA::2008",14,0.698130809190009
2009,"Alberta::CCD::0::61::WNA::2009",8,0.679214853854756
2007,"Alberta::CCD::0::62::CHA::2007",11,0.692711548068889
2008,"Alberta::CCD::0::62::CHA::2008",13,0.651551671004948
2009,"Alberta::CCD::0::62::CHA::2009",11,0.568975131699133
2007,"Alberta::CCD::0::63::WL+::2007",7,0.523270560753082
2008,"Alberta::CCD::0::63::WL+::2008",9,0.640432058962888
2009,"Alberta::CCD::0::63::WL+::2009",7,0.589841408306327
2007,"Alberta::CCD::0::64::CL+::2007",5,0.658611308126304
2008,"Alberta::CCD::0::64::CL+::2008",9,0.382853172978582
2009,"Alberta::CCD::0::64::CL+::2009",5,0.440895687754215
2007,"Alberta::CCD::0::65::CH+::2007",6,0.677385862577371
2008,"Alberta::CCD::0::65::CH+::2008",7,0.650276272296842
2009,"Alberta::CCD::0::65::CH+::2009",7,0.374044435847344
2007,"Alberta::CCD::0::66::CN-::2007",6,0.413744702478949
2008,"Alberta::CCD::0::66::CN-::2008",7,0.636260815494974
2009,"Alberta::CCD::0::66::CN-::2009",6,0.358784704378319
2007,"Alberta::CCD::0::67::CNA::2007",8,0.471963641029446
2008,"Alberta::CCD::0::67::CNA::2008",7,0.560061588325405
2009,"Alberta::CCD::0::67::CNA::2009",6,0.383619433140223
2007,"Alberta::CCD::0::68::WH+::2007",8,0.609826164056752
2008,"Alberta::CCD::0::68::WH+::2008",7,0.777158964995573
2009,"Alberta::CCD::0::68::WH+::2009",6,0.371558634063903
2007,"Alberta::CCD::0::69::WLA::2007",6,0.605331685809243
2008,"Alberta::CCD::0::69::WLA::2008",4,0.457959389705467
2009,"Alberta::CCD::0::69::WLA::2009",5,0.372218095378806
2007,"Alberta::CCD::0::7::CNA::2007",9,0.807165599991985
2008,"Alberta::CCD::0::7::CNA::2008",11,0.493770028803677
2009,"Alberta::CCD::0::7::CNA::2009",8,0.609662908199487
2007,"Alberta::CCD::0::70::CN+::2007",5,0.748866759591216
2008,"Alberta::CCD::0::70::CN+::2008",7,0.381310392710926
2009,"Alberta::CCD::0::70::CN+::2009",6,0.434907733524287
2007,"Alberta::CCD::0::71::WL-::2007",6,0.619579918294701
2008,"Alberta::CCD::0::71::WL-::2008",5,0.842614847769662
2009,"Alberta::CCD::0::71::WL-::2009",5,0.851669288659521
2007,"Alberta::CCD::0::72::CH-::2007",10,0.409203311375324
2008,"Alberta::CCD::0::72::CH-::2008",10,0.576915807992741
2009,"Alberta::CCD::0::72::CH-::2009",6,0.791675212356039
2007,"Alberta::CCD::0::73::CN-::2007",6,0.809078968565255
2008,"Alberta::CCD::0::73::CN-::2008",5,0.94684161759362
2009,"Alberta::CCD::0::73::CN-::2009",5,0.966069552079828
2007,"Alberta::CCD::0::74::WH+::2007",10,0.548719721485182
2008,"Alberta::CCD::0::74::WH+::2008",9,0.635253294692243
2009,"Alberta::CCD::0::74::WH+::2009",11,0.571601759242521
2007,"Alberta::CCD::0::75::CH-::2007",5,0.302514265461814
2008,"Alberta::CCD::0::75::CH-::2008",6,0.463422178988943
2009,"Alberta::CCD::0::75::CH-::2009",4,0.654735987891913
2007,"Alberta::CCD::0::76::WL+::2007",5,0.453410890343111
2008,"Alberta::CCD::0::76::WL+::2008",6,0.867547157235034
2009,"Alberta::CCD::0::76::WL+::2009",5,0.958912249810745
2007,"Alberta::CCD::0::77::WN-::2007",14,0.546021957129592
2008,"Alberta::CCD::0::77::WN-::2008",11,0.714922801027078
2009,"Alberta::CCD::0::77::WN-::2009",8,0.676660822887699
2007,"Alberta::CCD::0::78::CLA::2007",10,0.579178808902705
2008,"Alberta::CCD::0::78::CLA::2008",10,0.592513997937898
2009,"Alberta::CCD::0::78::CLA::2009",8,0.635672233816188
2007,"Alberta::CCD::0::79::WNA::2007",7,0.417451215303594
2008,"Alberta::CCD::0::79::WNA::2008",7,0.421059368904302
2009,"Alberta::CCD::0::79::WNA::2009",6,0.560914309372124
2007,"Alberta::CCD::0::8::WH-::2007",7,0.695525563309862
2008,"Alberta::CCD::0::8::WH-::2008",9,0.709341941016976
2009,"Alberta::CCD::0::8::WH-::2009",6,0.879204329322279
2007,"Alberta::CCD::0::80::CL+::2007",7,0.56910078979033
2008,"Alberta::CCD::0::80::CL+::2008",8,0.49309259266478
2009,"Alberta::CCD::0::80::CL+::2009",6,0.736831360880564
2007,"Alberta::CCD::0::81::WHA::2007",5,0.477090764913144
2008,"Alberta::CCD::0::81::WHA::2008",5,0.411918319877059
2009,"Alberta::CCD::0::81::WHA::2009",4,0.57071861212112
2007,"Alberta::CCD::0::82::WLA::2007",10,0.591639563532454
2008,"Alberta::CCD::0::82::WLA::2008",9,0.599229775976155
2009,"Alberta::CCD::0::82::WLA::2009",7,0.757190798430415
2007,"Alberta::CCD::0::83::WH-::2007",9,0.553059687971776
2008,"Alberta::CCD::0::83::WH-::2008",7,0.802143537548682
2009,"Alberta::CCD::0::83::WH-::2009",7,0.646526850724052
2007,"Alberta::CCD::0::84::CHA::2007",9,0.831149553386842
2008,"Alberta::CCD::0::84::CHA::2008",11,0.61189393257873
2009,"Alberta::CCD::0::84::CHA::2009",9,0.551831694708095
2007,"Alberta::CCD::0::85::WN+::2007",11,0.664936766502679
2008,"Alberta::CCD::0::85::WN+::2008",9,0.659452152774515
2009,"Alberta::CCD::0::85::WN+::2009",8,0.614090308864775
2007,"Alberta::CCD::0::86::CN+::2007",9,0.773743401153992
2008,"Alberta::CCD::0::86::CN+::2008",9,0.79054790182642
2009,"Alberta::CCD::0::86::CN+::2009",9,0.808761854714814
2007,"Alberta::CCD::0::87::CN+::2007",7,0.808087345982593
2008,"Alberta::CCD::0::87::CN+::2008",6,0.938027952827897
2009,"Alberta::CCD::0::87::CN+::2009",6,0.934183674069855
2007,"Alberta::CCD::0::88::WL-::2007",5,0.549952833233581
2008,"Alberta::CCD::0::88::WL-::2008",6,0.622205097589349
2009,"Alberta::CCD::0::88::WL-::2009",4,0.750924935457675
2007,"Alberta::CCD::0::89::CNA::2007",10,0.571109997234431
2008,"Alberta::CCD::0::89::CNA::2008",11,0.689359855757627
2009,"Alberta::CCD::0::89::CNA::2009",9,0.633988587009783
2007,"Alberta::CCD::0::9::CN-::2007",10,0.78242256641523
2008,"Alberta::CCD::0::9::CN-::2008",10,0.597366393169771
2009,"Alberta::CCD::0::9::CN-::2009",9,0.821225334648815
2007,"Alberta::CCD::0::90::CL-::2007",8,0.396374837483692
2008,"Alberta::CCD::0::90::CL-::2008",7,0.509292601068701
2009,"Alberta::CCD::0::90::CL-::2009",5,0.677112064836136
2002,"ANG::watering::0::11::S::2002",12,0.429932979105329
2003,"ANG::watering::0::11::S::2003",13,0.453472556781428
2004,"ANG::watering::0::11::S::2004",11,0.483011653300607
2005,"ANG::watering::0::11::S::2005",11,0.456565734975672
2006,"ANG::watering::0::11::S::2006",8,0.453517214909129
2007,"ANG::watering::0::11::S::2007",11,0.663610792861881
2008,"ANG::watering::0::11::S::2008",13,0.344351898723017
2009,"ANG::watering::0::11::S::2009",13,0.352622268070606
2010,"ANG::watering::0::11::S::2010",9,0.329762337588816
2011,"ANG::watering::0::11::S::2011",10,0.291349937129202
2012,"ANG::watering::0::11::S::2012",4,0.216596542671191
2013,"ANG::watering::0::11::S::2013",5,0.288640087763404
2002,"ANG::watering::0::14::W::2002",12,0.480692724565196
2003,"ANG::watering::0::14::W::2003",16,0.450387961716374
2004,"ANG::watering::0::14::W::2004",12,0.544944504720276
2005,"ANG::watering::0::14::W::2005",11,0.603321418306465
2006,"ANG::watering::0::14::W::2006",12,0.472063414997548
2007,"ANG::watering::0::14::W::2007",16,0.426261853419958
2008,"ANG::watering::0::14::W::2008",19,0.528070085414186
2009,"ANG::watering::0::14::W::2009",18,0.493040032276107
2010,"ANG::watering::0::14::W::2010",20,0.669550643457684
2011,"ANG::watering::0::14::W::2011",19,0.552572493093566
2012,"ANG::watering::0::14::W::2012",10,0.482287347264525
2013,"ANG::watering::0::14::W::2013",15,0.61945592691253
2002,"ANG::watering::0::17::C::2002",14,0.415019418709322
2003,"ANG::watering::0::17::C::2003",14,0.622169064796345
2004,"ANG::watering::0::17::C::2004",12,0.570057643295122
2005,"ANG::watering::0::17::C::2005",14,0.416347094507313
2006,"ANG::watering::0::17::C::2006",7,0.320978375026875
2007,"ANG::watering::0::17::C::2007",14,0.544519231785399
2008,"ANG::watering::0::17::C::2008",20,0.541067348435236
2009,"ANG::watering::0::17::C::2009",16,0.533175782753667
2010,"ANG::watering::0::17::C::2010",21,0.65924095503308
2011,"ANG::watering::0::17::C::2011",15,0.613128660763726
2012,"ANG::watering::0::17::C::2012",9,0.306641550768076
2013,"ANG::watering::0::17::C::2013",19,0.533513032149379
2002,"ANG::watering::0::18::S::2002",13,0.425282259626668
2003,"ANG::watering::0::18::S::2003",15,0.405753377175138
2004,"ANG::watering::0::18::S::2004",11,0.503943822409384
2005,"ANG::watering::0::18::S::2005",15,0.506143734867204
2006,"ANG::watering::0::18::S::2006",13,0.509909147818006
2007,"ANG::watering::0::18::S::2007",17,0.506679277382927
2008,"ANG::watering::0::18::S::2008",18,0.634507848434935
2009,"ANG::watering::0::18::S::2009",18,0.465674631844647
2010,"ANG::watering::0::18::S::2010",22,0.469863447950276
2011,"ANG::watering::0::18::S::2011",11,0.481603301317654
2012,"ANG::watering::0::18::S::2012",11,0.403578040071521
2013,"ANG::watering::0::18::S::2013",9,0.405031461979697
2002,"ANG::watering::0::20::W::2002",13,0.572553042518404
2003,"ANG::watering::0::20::W::2003",12,0.430716898689061
2004,"ANG::watering::0::20::W::2004",11,0.519529357384463
2005,"ANG::watering::0::20::W::2005",15,0.575746371988452
2006,"ANG::watering::0::20::W::2006",7,0.342003853117918
2007,"ANG::watering::0::20::W::2007",13,0.476398592865869
2008,"ANG::watering::0::20::W::2008",17,0.495925047449459
2009,"ANG::watering::0::20::W::2009",14,0.538851236015512
2010,"ANG::watering::0::20::W::2010",20,0.511082908016873
2011,"ANG::watering::0::20::W::2011",17,0.573003658444028
2012,"ANG::watering::0::20::W::2012",12,0.377288385880783
2013,"ANG::watering::0::20::W::2013",14,0.549674202679562
2002,"ANG::watering::0::22::S::2002",13,0.432157447526993
2003,"ANG::watering::0::22::S::2003",14,0.440755858466443
2004,"ANG::watering::0::22::S::2004",11,0.640756347900578
2005,"ANG::watering::0::22::S::2005",17,0.405586457690218
2006,"ANG::watering::0::22::S::2006",6,0.314325330084632
2007,"ANG::watering::0::22::S::2007",9,0.301666469936778
2008,"ANG::watering::0::22::S::2008",7,0.267210900567029
2009,"ANG::watering::0::22::S::2009",11,0.410218335574194
2010,"ANG::watering::0::22::S::2010",8,0.338701799197017
2011,"ANG::watering::0::22::S::2011",9,0.433604833363955
2012,"ANG::watering::0::22::S::2012",8,0.304791318434576
2013,"ANG::watering::0::22::S::2013",9,0.41388508338601
2002,"ANG::watering::0::24::C::2002",16,0.561439575246474
2003,"ANG::watering::0::24::C::2003",11,0.593043652512602
2004,"ANG::watering::0::24::C::2004",15,0.544725557781336
2005,"ANG::watering::0::24::C::2005",14,0.599419215521252
2006,"ANG::watering::0::24::C::2006",9,0.323102028271639
2007,"ANG::watering::0::24::C::2007",13,0.475069805234732
2008,"ANG::watering::0::24::C::2008",18,0.621058458401162
2009,"ANG::watering::0::24::C::2009",14,0.646566715885802
2010,"ANG::watering::0::24::C::2010",21,0.731311949844284
2011,"ANG::watering::0::24::C::2011",15,0.547166522742796
2012,"ANG::watering::0::24::C::2012",7,0.680251900455676
2013,"ANG::watering::0::24::C::2013",15,0.438020075580171
2002,"ANG::watering::0::25::S::2002",10,0.438596976053736
2003,"ANG::watering::0::25::S::2003",17,0.497283142737091
2004,"ANG::watering::0::25::S::2004",9,0.500934563981956
2005,"ANG::watering::0::25::S::2005",11,0.560120346120271
2006,"ANG::watering::0::25::S::2006",9,0.587518835061206
2007,"ANG::watering::0::25::S::2007",17,0.465031499262066
2008,"ANG::watering::0::25::S::2008",14,0.38422055725784
2009,"ANG::watering::0::25::S::2009",13,0.512790612841661
2010,"ANG::watering::0::25::S::2010",10,0.320464226625216
2011,"ANG::watering::0::25::S::2011",12,0.569147410782459
2012,"ANG::watering::0::25::S::2012",9,0.330832451442273
2013,"ANG::watering::0::25::S::2013",10,0.407693865376216
2002,"ANG::watering::0::27::W::2002",12,0.464065155198357
2003,"ANG::watering::0::27::W::2003",12,0.469102929559135
2004,"ANG::watering::0::27::W::2004",11,0.374612389933215
2005,"ANG::watering::0::27::W::2005",15,0.509066285848538
2006,"ANG::watering::0::27::W::2006",9,0.578495267292344
2007,"ANG::watering::0::27::W::2007",18,0.59599632802213
2008,"ANG::watering::0::27::W::2008",17,0.486135893944952
2009,"ANG::watering::0::27::W::2009",16,0.649297262910884
2010,"ANG::watering::0::27::W::2010",16,0.676336529855088
2011,"ANG::watering::0::27::W::2011",16,0.56735118103262
2012,"ANG::watering::0::27::W::2012",13,0.361761838804407
2013,"ANG::watering::0::27::W::2013",16,0.549439904504877
2002,"ANG::watering::0::28::C::2002",12,0.443104279095239
2003,"ANG::watering::0::28::C::2003",11,0.497617562217779
2004,"ANG::watering::0::28::C::2004",9,0.439316471739504
2005,"ANG::watering::0::28::C::2005",11,0.55970072101344
2006,"ANG::watering::0::28::C::2006",6,0.332673534757956
2007,"ANG::watering::0::28::C::2007",14,0.513108755235034
2008,"ANG::watering::0::28::C::2008",12,0.517118238731606
2009,"ANG::watering::0::28::C::2009",13,0.385545903377027
2010,"ANG::watering::0::28::C::2010",21,0.542630313674971
2011,"ANG::watering::0::28::C::2011",15,0.524069466402083
2012,"ANG::watering::0::28::C::2012",11,0.422692701693354
2013,"ANG::watering::0::28::C::2013",15,0.632541073247526
2002,"ANG::watering::0::3::W::2002",8,0.381039384756501
2003,"ANG::watering::0::3::W::2003",12,0.677528929046702
2004,"ANG::watering::0::3::W::2004",12,0.71685441291998
2005,"ANG::watering::0::3::W::2005",10,0.390516129902147
2006,"ANG::watering::0::3::W::2006",9,0.43022240358603
2007,"ANG::watering::0::3::W::2007",10,0.327985810503418
2008,"ANG::watering::0::3::W::2008",11,0.498760446212846
2009,"ANG::watering::0::3::W::2009",13,0.515367325369029
2010,"ANG::watering::0::3::W::2010",13,0.611209740269044
2012,"ANG::watering::0::3::W::2012",6,0.449880526976801
2002,"ANG::watering::0::32::W::2002",15,0.567716917584335
2003,"ANG::watering::0::32::W::2003",13,0.507080349305685
2004,"ANG::watering::0::32::W::2004",15,0.443689395677478
2005,"ANG::watering::0::32::W::2005",14,0.424576938906175
2006,"ANG::watering::0::32::W::2006",8,0.603776793244522
2007,"ANG::watering::0::32::W::2007",18,0.720532562671516
2008,"ANG::watering::0::32::W::2008",18,0.588128522381329
2009,"ANG::watering::0::32::W::2009",19,0.603350920135667
2010,"ANG::watering::0::32::W::2010",20,0.618354491493536
2011,"ANG::watering::0::32::W::2011",15,0.554310552685469
2012,"ANG::watering::0::32::W::2012",11,0.448571293092255
2013,"ANG::watering::0::32::W::2013",12,0.595827191913948
2002,"ANG::watering::0::33::C::2002",10,0.566698934227363
2003,"ANG::watering::0::33::C::2003",14,0.5679341401583
2004,"ANG::watering::0::33::C::2004",12,0.575463378646335
2005,"ANG::watering::0::33::C::2005",13,0.381451459657746
2006,"ANG::watering::0::33::C::2006",9,0.328463901799832
2007,"ANG::watering::0::33::C::2007",14,0.59190705004168
2008,"ANG::watering::0::33::C::2008",15,0.636651235010954
2009,"ANG::watering::0::33::C::2009",16,0.609567887126456
2010,"ANG::watering::0::33::C::2010",21,0.59751951722562
2011,"ANG::watering::0::33::C::2011",14,0.358400955140543
2012,"ANG::watering::0::33::C::2012",10,0.462938606422532
2013,"ANG::watering::0::33::C::2013",15,0.56738181308048
2002,"ANG::watering::0::35::S::2002",15,0.446827953055466
2003,"ANG::watering::0::35::S::2003",20,0.39285477888541
2004,"ANG::watering::0::35::S::2004",13,0.592867788779109
2005,"ANG::watering::0::35::S::2005",11,0.5403673138313
2006,"ANG::watering::0::35::S::2006",11,0.521803485465373
